Id,Concepts,Name,Description,Url
844,739,Muray D.J. - van Rypen - W. (1996). Encyclopedia of Graphics File Formats: The Complete Reference on CD-ROM with Links to Internet Resources Second Edition - O'Reilly & Associates - Inc. - US -,Muray D.J. - van Rypen - W. (1996). Encyclopedia of Graphics File Formats: The Complete Reference on CD-ROM with Links to Internet Resources Second Edition - O'Reilly & Associates - Inc. - US -,https://vintageapple.org/macbooks/pdf/Graphics_File_Formats_Second_Edition_1996.pdf
848,753,NASA - 2012. NASA's Earth Observing System. Project Science Office.,This website has been designed to cover all of NASA’s Earth-observing satellite missions (many of them joint with other nations and/or agencies) - along with other elements of NASA’s Earth Science program.,https://eospso.nasa.gov/content/all-missions
849,703,NASA. (2020). Studying Earth's Environment From Space. June 2000,NASA. (2020). Studying Earth's Environment From Space. June 2000,http://www.ccpo.odu.edu/SEES/veget/class/Chap_5/5_3.htm
852,806,National Aeronautics and Space Administration. (2017). What's the Difference Between Weather and Climate? Retrieved from https://www.nasa.gov/mission_pages/noaa-n/climate/climate_weather.html, ,https://www.nasa.gov/mission_pages/noaa-n/climate/climate_weather.html
862,351,Nichols - N. K. (2010). Mathematical concepts of data assimilation -. In W. A. Lahoz - B. Khattatov & R. Ménard (Eds.) - Data Assimilation: Making Sense of Observations (pp. 13-39). Berlin: Springer., , 
863,600,NIST. (2010). Time and Frequency from A to Z. 'Phase'. National Institute of Standards and Technology (NIST). Retrieved 12 June 2016.,NIST. (2010). Time and Frequency from A to Z. 'Phase'. National Institute of Standards and Technology (NIST). Retrieved 12 June 2016.,https://www.nist.gov/pml/time-and-frequency-division/popular-links/time-frequency-z/time-and-frequency-z-p
886,632,Oliver - C. - & Quegan - S. (2004). Understanding Synthetic Aperture Radar Images. SciTech Publishing - INC., , 
902,236,Openshaw - S. and Abrahart - R. J. (1996). Geocomputation. In R. J Abrahard (Ed.) - Proceedings of the 1st International Conference on GeoComputation (665-666) - University of Leeds - UK.,Proceedings of the 1st International Conference on GeoComputation (665-666) - University of Leeds - UK.,http://www.geocomputation.org/1996/abs072.htm
907,720,Pacheco-Labrador - J. and Martín - P. (2015). Characterization of a Field Spectroradiometer for Unattended Vegetation Monitoring. Key Sensor Models and Impacts on Reflectance - Sensors - 15 - 4154-4175 - doi: 10.3390/s150204154, ,https://doi.org/10.3390/s150204154
911,236,Parker - D. C. - Manson - S. M. - Janssen - M. A. - Hoffman - M. J. - and Deadman P. (2003). Multi-agent systems for the simulation of land-use and land-cover change: A review. Annals of the American Institute of Geographers - 93 - 314-337.,Digital Object Identifier (DOI): 10.1111/1467-8306.9302004,http://dx.doi.org/10.1111/1467-8306.9302004
917,706,Pepe - M. - Fregonese - L. & Scaioni - M. (2018). Planning airborne photogrammetry and remote-sensing missions with modern platforms and sensors - European Journal of Remote Sensing - 51:1 - 412-436 - DOI: 10.1080/22797254.2018.1444945,Pepe - M. - Fregonese - L. & Scaioni - M. (2018). Planning airborne photogrammetry and remote-sensing missions with modern platforms and sensors - European Journal of Remote Sensing - 51:1 - 412-436 - DOI: 10.1080/22797254.2018.1444945,https://www.tandfonline.com/doi/full/10.1080/22797254.2018.1444945
924,236,Peuquet - D. J. (2002). Representations of space and time. New York: Guilford,ISBN number: 9781572307735,http://books.google.com/books?isbn=9781572307735
937,322,Poli - D. - Zhang - L. - & Gruen - A. (2004). Orientation of satellite and airborne imagery from multi-line pushbroom sensors with a rigorous sensor model. International Archives of Photogrammetry and Remote Sensing - 35(B1) - 130-135., , 
944,632,Quegan - Shaun - & Lomas - M. R. (2015). The interaction between Faraday rotation and system effects in synthetic aperture radar measurements of backscatter and biomass. IEEE Transactions on Geoscience and Remote Sensing - 53(8) - 4299–4312. DOI: 10.1109/TGRS.2015.2395138,Quegan - Shaun - & Lomas - M. R. (2015). The interaction between Faraday rotation and system effects in synthetic aperture radar measurements of backscatter and biomass. IEEE Transactions on Geoscience and Remote Sensing - 53(8) - 4299–4312. DOI: 10.1109/TGRS.2015.2395138,https://ieeexplore.ieee.org/document/7056425
945,391,Quinlan - J. R. 1986. Induction of Decision Trees. Mach. Learn. 1 - 1 (Mar. 1986) - 81-106, , 
951,518,Ramsay - W. (1895). I. On a gas showing the spectrum of helium - the reputed cause of D3 - one of the lines in the coronal spectrum. Preliminary note. Proceedings of the Royal Society of London - 58(347-352) - 65-67., , 
956,664,Rees - W. G. (1990). Physical principles of remote sensing. Cambridge university press., , 
957,679,Rees - W. G. (2010). Physical Principles of Remote Sensing. Second Edition. Cambridge University Press - pp. 343., , 
958,538,Rees - W. G. (2013). Physical principles of remote sensing. Cambridge university press., , 
963,340,Riano - D. - Chuvieco - E. - Salas - J. - & Aguado - I. (2003). Assessment of different topographic corrections in Landsat-TM data for mapping vegetation types (2003). Ieee Transactions on Geoscience and Remote Sensing - 41(5) - 1056-1061. doi:10.1109/TGRS.2003.811693, ,https://ieeexplore.ieee.org/abstract/document/1206729
975,720,Rossini - M.; Meroni - M.; Migliavacca - M.; Manca - G.; Cogliati - S.; Busetto - L.; Picchi - V.; Cescatti - A.; Seufert - G.; Colombo - R. High resolution field spectroscopy measurements for estimating gross ecosystem production in a rice field. Agric. For. Meteorol. 2010 - 150 - 1283–1296., , 
984,365,Sakoe - H. - & Chiba - S. (1978). Dynamic programming algorithm optimization for spoken word recognition. IEEE transactions on acoustics - speech - and signal processing - 26 - 43-49, , 
991,816,Scaioni - M. (Ed.) (2015). Modern Technologies for Landslide Monitoring and Prediction (1st ed.). Berlin - Heidelberg: Springer. doi:10.1007/978-3-662-45931-7, ,https://www.springer.com/gp/book/9783662459300
1000,340,Schowengerdt - R. A. (2007). CHAPTER 7 - Correction and Calibration. In R. A. Schowengerdt (Ed.) - Remote Sensing (Third Edition) (pp. 285-XXIII). Burlington: Academic Press., ,https://doi.org/10.1016/B978-012369407-2/50010-3
1031,362,Smeulders - A.W.M. - Worring - M. - Santini - S. - Gupta - A. - & Jain - R. (2000). Content-based image retrieval at the end of the early years. IEEE Transactions on Pattern Analysis and Machine Intelligence - 22 - 1349–1380, , 
1048,236,Srbljinovic - A. - Penzar - D. - Rodik - P. - and Kardov - K. (2003). An agent-based model of ethnic mobilisation. Journal of Artificial Societies and Social Simulation - 6(1). Retrieved 18 June 2006 from http://jasss.soc.surrey.ac.uk/6/1/1.html,URI:,http://jasss.soc.surrey.ac.uk/6/1/1.html
1061,724,Sudmanns; M. - Tiede - D. - Lang - L. - Bergstedt - H. - Trost - G. - Augustin - H. - Baraldi - A. and Blaschke - T. (2020) Big Earth data: disruptive changes in Earth observation data management and analysis? - International Journal of Digital Earth - 13:7 - 832-850 - DOI: 10.1080/17538947.2019.1585976Journal of Digital Earth - 13:7 - 832-850 - DOI: 10.1080/17538947.2019.1585976,Sudmanns; M. - Tiede - D. - Lang - L. - Bergstedt - H. - Trost - G. - Augustin - H. - Baraldi - A. and Blaschke - T. (2020) Big Earth data: disruptive changes in Earth observation data management and analysis? - International Journal of Digital Earth - 13:7 - 832-850 - DOI: 10.1080/17538947.2019.1585976,https://www.tandfonline.com/doi/full/10.1080/17538947.2019.1585976
1067,327,Szantoi - Z. - & Strobl - P. (2019). Copernicus Sentinel-2 Calibration and Validation. European Journal of Remote Sensing - 52 - 253-255, , 
1072,552,Teare - S.W. (2017) Optics using Matlab. SPIE Press, , 
1086,362,Tiede - D. - Baraldi - A. - Sudmanns - M. - Belgiu - M. - & Lang - S. (2017). Architecture and prototypical implementation of a semantic querying system for big Earth observation image bases. European Journal of Remote Sensing - 50(1) - 452-463. doi:10.1080/22797254.2017.1357432, ,https://dx.doi.org/10.1080%2F22797254.2017.1357432
1088,351,Tiede - D. - Lang - S. - Albrecht - F. - & Hölbling - D. (2010). Object-based class modeling for cadastre constrained delineation of geo-objects. Photogrammetric Engineering & Remote Sensing - 76(2) - pp. 193-202. doi:10.14358/PERS.76.2.193, ,http://essential.metapress.com/content/15u6x2189425705l/
1107,622,Ulaby - F. T. - Long - D.G. - Blackwell - W. - Elachi - Ch. - Fung - A. - Ruf - C. - Sarabandi - K. - Zebker - H. H. and van Zyl - J. J. (2014). Microwave radar and radiometric remote sensing. University of Michigan. Press Ann Arbor. ISBN: 978-0-472-11935-6,Ulaby - F. T. - Long - D.G. - Blackwell - W. - Elachi - Ch. - Fung - A. - Ruf - C. - Sarabandi - K. - Zebker - H. H. and van Zyl - J. J. (2014). Microwave radar and radiometric remote sensing. University of Michigan. Press Ann Arbor. ISBN: 978-0-472-11935-6,http://mrs.eecs.umich.edu/
1138,426,Verhoef - W. (1984). Light scattering by leaf layers with application to canopy reflectance modeling: The SAIL model. Remote Sensing of Environment - 16(2) - 125-141. doi:https://doi.org/10.1016/0034-4257(84)90057-9, ,https://doi.org/10.1016/0034-4257(84)90057-9
1139,351,Verhoef - W. - & Bach - H. (2003). Remote sensing data assimilation using coupled radiative transfer models. Physics and Chemistry of the Earth - Parts A/B/C - 28(1) - 3-13. doi:https://doi.org/10.1016/S1474-7065(03)00003-2, ,https://doi.org/10.1016/S1474-7065(03)00003-2
1140,426,Vermote - E. F. - Tanre - D. - Deuze - J. L. - Herman - M. - & Morcette - J. (1997). Second Simulation of the Satellite Signal in the Solar Spectrum - 6S: an overview. Ieee Transactions on Geoscience and Remote Sensing - 35(3) - 675-686. doi:10.1109/36.581987, ,https://ieeexplore.ieee.org/document/581987
1141,426,Verrelst - J. - Sabater - N. - Rivera - J. P. - Muñoz-Marí - J. - Vicent - J. - Camps-Valls - G. - & Moreno - J. (2016). Emulation of Leaf - Canopy and Atmosphere Radiative Transfer Models for Fast Global Sensitivity Analysis. Remote Sensing - 8(8) - 673., ,https://www.mdpi.com/2072-4292/8/8/673
1142,706,Verstraete - M. M. - Diner - D. J. - Bézy - J. L. (2015). Planning for a spaceborne Earth Observation mission: From user expectations to measurement requirements - Environmental Science & Policy - vol. 54 - 419-427. DOI: https://doi.org/10.1016/j.envsci.2015.08.005.,Verstraete - M. M. - Diner - D. J. - Bézy - J. L. (2015). Planning for a spaceborne Earth Observation mission: From user expectations to measurement requirements - Environmental Science & Policy - vol. 54 - 419-427. DOI: https://doi.org/10.1016/j.envsci.2015.08.005.,https://www.sciencedirect.com/science/article/pii/S1462901115300599
1144,573,W. G. Rees - Physical Principles of Remote Sensing - 2012, , 
1145,258,Walford - N. (2002). Geographical data: Characteristics and sources. Chichester: Wiley.,ISBN number: 9780471970859,http://books.google.com/books?isbn=9780471970859
1169,518,White - H. E. (1934). Introduction to atomic spectra., , 
1179,258,Wilson - J. P. (2006). Handbook of geographic information science. London: Blackwell.,ISBN number: 9780470766538,http://books.google.com/books?isbn=9780470766538
1181,503,Wolfkamp - A. (2003). Survey of National Geographic Information Associations in Europe. GINIE D3 - 1., ,https://www.geos.ed.ac.uk/~gisteac/proceedingsonline/Source%20Book%202004/SDI/Continental/Europe/GINIE/Report_GI%20Associations_Survey.pdf
1185,632,Woodhouse - I. H. (2006). Introduction to microwave remote sensing. Taylor & Francis Group, , 
1188,663,Woodhouse - I. H. (2017). Introduction to microwave remote sensing. CRC press., , 
1201,741,Yang - W. (2006) A Review of Remote Sensing Data Formats for Earth System Observations. In: Qu J.J. - Gao W. - Kafatos M. - Murphy R.E. - Salomonson V.V. (eds) Earth Science Satellite Remote Sensing. Springer - Berlin - Heidelberg. DOI: 10.1007/978-3-540-37294-3_7,Yang - W. (2006) A Review of Remote Sensing Data Formats for Earth System Observations. In: Qu J.J. - Gao W. - Kafatos M. - Murphy R.E. - Salomonson V.V. (eds) Earth Science Satellite Remote Sensing. Springer - Berlin - Heidelberg. DOI: 10.1007/978-3-540-37294-3_7,https://link.springer.com/chapter/10.1007/978-3-540-37294-3_7
1217,816,Zhong - Cheng - Yue Liu - Peng Gao - Wenlong Chen - Hui Li - Yong Hou - Tuohuti Nuremanguli - and Haijian Ma. 2020. 'Landslide mapping with remote sensing: challenges and opportunities' - International Journal of Remote Sensing - 41: 1555-81. https://doi.org/10.1080/01431161.2019.1672904, , 
1219,664,Zhu - L. - Suomalainen - J. - Liu - J. - Hyyppä - J. - Kaartinen - H. and Haggren - H. (December 20th 2017). A Review: Remote Sensing Sensors - Multi-purposeful Application of Geospatial Data - Rustam B. Rustamov - Sabina Hasanova and Mahfuza H. Zeynalova - IntechOpen - DOI: 10.5772/intechopen.71049,Zhu - L. - Suomalainen - J. - Liu - J. - Hyyppä - J. - Kaartinen - H. and Haggren - H. (December 20th 2017). A Review: Remote Sensing Sensors - Multi-purposeful Application of Geospatial Data - Rustam B. Rustamov - Sabina Hasanova and Mahfuza H. Zeynalova - IntechOpen - DOI: 10.5772/intechopen.71049,https://www.intechopen.com/books/multi-purposeful-application-of-geospatial-data/a-review-remote-sensing-sensors
1220,722,Zhu - L. - Suomalainen - J. - Liu - J. - Hyyppä - J. - Kaartinen - H. - & Haggren - H. (2018). A Review: Remote Sensing Sensors. In Multi-purposeful Application of Geospatial Data - ed. Rustamov - R. B. - Hasanova - S.& Zeynalova - M. H. - IntechOpen - DOI: 10.5772/intechopen.71049., ,https://www.intechopen.com/books/multi-purposeful-application-of-geospatial-data/a-review-remote-sensing-sensors
